batch_id,elapsed_minutes,parameter,predicted,actual,lower_limit,upper_limit,predicted_alert,actual_alert,outcome,ground_truth_scenario,ground_truth_severity
PAR-003,249,temperature,65.521,66.7,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,250,temperature,65.479,66.7,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,251,temperature,65.62,66.8,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,252,temperature,65.67000000000002,67.3,63.0,67.0,Normal,Critical,Missed,None,Normal
PAR-003,253,temperature,65.61,66.9,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,254,temperature,65.368,66.8,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,255,temperature,65.30599999999998,66.9,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,256,temperature,65.40099999999997,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,257,temperature,65.40899999999999,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,258,temperature,65.585,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,259,temperature,65.583,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,260,temperature,65.52199999999999,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,261,temperature,65.48499999999999,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,262,temperature,65.48200000000001,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,263,temperature,65.588,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,264,temperature,65.69099999999999,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,265,temperature,65.73799999999999,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,266,temperature,65.73599999999998,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,267,temperature,65.82299999999998,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,268,temperature,65.96300000000002,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,269,temperature,65.90699999999998,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,270,temperature,66.18499999999999,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,271,temperature,66.10100000000001,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,272,temperature,66.08299999999998,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,273,temperature,66.06500000000001,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,274,temperature,65.938,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,275,temperature,66.01599999999999,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,276,temperature,65.892,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,277,temperature,65.922,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,278,temperature,65.947,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,279,temperature,65.96500000000003,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,280,temperature,65.999,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,281,temperature,66.12700000000002,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,282,temperature,66.17399999999999,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,283,temperature,66.18199999999999,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,284,temperature,66.22399999999999,67.1,63.0,67.0,Normal,Critical,Missed,None,Normal
PAR-003,285,temperature,66.23299999999996,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,286,temperature,66.27299999999998,66.7,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,287,temperature,66.402,66.4,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,288,temperature,66.42300000000002,66.3,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,289,temperature,66.42000000000002,66.0,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,290,temperature,66.40600000000003,65.9,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,291,temperature,66.44500000000002,65.6,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,292,temperature,66.52,65.5,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-003,293,temperature,66.29700000000001,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,294,temperature,66.177,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,295,temperature,66.15500000000002,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,296,temperature,66.04500000000003,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,297,temperature,65.73800000000001,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,298,temperature,65.7,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,299,temperature,65.763,66.7,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-003,300,temperature,65.74899999999998,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-003,150,process_pressure,1.2001999999999997,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,151,process_pressure,1.2018,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,152,process_pressure,1.2015000000000002,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,153,process_pressure,1.2056,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,154,process_pressure,1.2036999999999998,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,155,process_pressure,1.2081000000000002,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,156,process_pressure,1.2113999999999998,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,157,process_pressure,1.2105,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,158,process_pressure,1.2122,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,159,process_pressure,1.2134000000000003,1.16,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,160,process_pressure,1.212,1.15,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,161,process_pressure,1.2171000000000003,1.16,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,162,process_pressure,1.2151000000000003,1.16,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,163,process_pressure,1.2098,1.16,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,164,process_pressure,1.2094000000000003,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,165,process_pressure,1.2079000000000004,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,166,process_pressure,1.2045,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,167,process_pressure,1.2054,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,168,process_pressure,1.2022,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,169,process_pressure,1.2020999999999997,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,170,process_pressure,1.1974,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,171,process_pressure,1.1972999999999994,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,172,process_pressure,1.1964999999999997,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,173,process_pressure,1.2019000000000002,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,174,process_pressure,1.207,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,175,process_pressure,1.2118999999999998,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,176,process_pressure,1.2123999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,177,process_pressure,1.214,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,178,process_pressure,1.2166000000000001,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,179,process_pressure,1.2192,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,180,process_pressure,1.2140000000000002,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,181,process_pressure,1.2115,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,182,process_pressure,1.2071999999999998,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,183,process_pressure,1.2066999999999997,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,184,process_pressure,1.2080999999999995,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,185,process_pressure,1.2085999999999995,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,186,process_pressure,1.2102999999999995,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,187,process_pressure,1.2067999999999994,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,188,process_pressure,1.2045999999999994,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,189,process_pressure,1.2023999999999992,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,190,process_pressure,1.2018999999999993,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,191,process_pressure,1.2018,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,192,process_pressure,1.2020000000000004,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,193,process_pressure,1.1988000000000003,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,194,process_pressure,1.2063000000000001,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,195,process_pressure,1.2026000000000006,1.25,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,196,process_pressure,1.2033000000000005,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,197,process_pressure,1.2033999999999998,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,198,process_pressure,1.2056,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,199,process_pressure,1.2031000000000003,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,200,process_pressure,1.2038000000000002,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,201,process_pressure,1.2071,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,202,process_pressure,1.2015,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,203,process_pressure,1.2045,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,204,process_pressure,1.2016999999999995,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,205,process_pressure,1.2057999999999995,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,206,process_pressure,1.2026000000000001,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,207,process_pressure,1.203,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,208,process_pressure,1.1988,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,209,process_pressure,1.1963000000000001,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,210,process_pressure,1.2,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,211,process_pressure,1.2052,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,212,process_pressure,1.2132999999999998,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,213,process_pressure,1.2110999999999996,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,214,process_pressure,1.2105,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,215,process_pressure,1.2094,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,216,process_pressure,1.2109999999999999,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,217,process_pressure,1.2116999999999998,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,218,process_pressure,1.2127999999999999,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,219,process_pressure,1.2133,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,220,process_pressure,1.2105,1.15,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,221,process_pressure,1.2069999999999999,1.16,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,222,process_pressure,1.2020000000000002,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,223,process_pressure,1.2018000000000002,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,224,process_pressure,1.1984000000000006,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,225,process_pressure,1.1970000000000005,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,226,process_pressure,1.1949,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,227,process_pressure,1.1937000000000006,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,228,process_pressure,1.2082000000000004,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,229,process_pressure,1.2105000000000001,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,230,process_pressure,1.2103000000000002,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,231,process_pressure,1.2111999999999998,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,232,process_pressure,1.2156999999999993,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,233,process_pressure,1.2164999999999995,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,234,process_pressure,1.2182999999999995,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,235,process_pressure,1.2144999999999997,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,236,process_pressure,1.2130999999999994,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,237,process_pressure,1.2113999999999998,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,238,process_pressure,1.2131,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,239,process_pressure,1.213,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,240,process_pressure,1.2048000000000005,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,241,process_pressure,1.2022000000000004,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,242,process_pressure,1.2041000000000002,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,243,process_pressure,1.2028999999999999,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,244,process_pressure,1.2015999999999998,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,245,process_pressure,1.1954999999999998,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,246,process_pressure,1.1981999999999997,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,247,process_pressure,1.1974999999999998,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,248,process_pressure,1.1940999999999997,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,249,process_pressure,1.1906,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,250,process_pressure,1.1903000000000001,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,251,process_pressure,1.1994,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,252,process_pressure,1.1955999999999998,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,253,process_pressure,1.2016,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,254,process_pressure,1.2057000000000002,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,255,process_pressure,1.2102000000000002,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,256,process_pressure,1.2127999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,257,process_pressure,1.2072999999999992,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,258,process_pressure,1.211299999999999,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,259,process_pressure,1.212499999999999,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,260,process_pressure,1.2112999999999996,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,261,process_pressure,1.2118999999999993,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-003,262,process_pressure,1.2147,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
